Match ID,Date,Day,Month,daymonth,Year,DateFormat,Opponent,Home/Away,Competition,Score,Result,Score Rank,HomeTeam,HomeScore,AwayTeam,AwayScore
1914,16th Nov 1935,16,11,16-11,1935,13104,Bramley,H,L,St. Helens 31 - 3 Bramley,W,952,Saints,31,Bramley,3
334,6th Feb 1994,6,2,6-2,1994,34371,Castleford,H,L,St. Helens 33 - 12 Castleford,W,945,Saints,33,Castleford,12
423,17th Nov 1991,17,11,17-11,1991,33559,Huddersfield,A,RT1,Huddersfield 10 - 32 St. Helens,W,924,Huddersfld,10,Saints,32
5062,12th Jul 2019,12,7,12-7,2019,43658,Wigan Warriors,H,SL,St. Helens 32 - 10 Wigan Warriors,W,924,Saints,32,Wigan W,10
4946,3rd Jul 2016,3,7,3-7,2016,42554,Wakefield Trinity Wildcats,A,SL,Wakefield Trinity Wildcats 32 - 44 St. Helens,W,912,Wakefield ,32,Saints,44
2398,2nd Jan 1950,2,1,2-1,1950,18265,Hull,H,L,St. Helens 30 - 0 Hull,W,900,Saints,30,Hull,0
5170,9th Jun 2023,9,6,9-6,2023,45086,Wigan Warriors,H,SL,St. Helens 34 - 16 Wigan Warriors,W,900,Saints,34,Wigan W,16
3462,24th Dec 1972,24,12,24-12,1972,26657,Blackpool Borough,A,L,Blackpool Borough 14 - 33 St. Helens,W,893,Blackpool ,14,Saints,33
231,10th Aug 1996,10,8,10-8,1996,35287,Paris St.Germain,A,SL,Paris St.Germain 12 - 32 St. Helens,W,880,Paris S,12,Saints,32
4734,29th May 2010,29,5,29-5,2010,40327,Barrow Raiders,H,RLCC6,St. Helens 32 - 12 Barrow Raiders,W,880,Saints,32,Barrow R,12
1695,29th Nov 1930,29,11,29-11,1930,11291,Rochdale Hornets,H,L,St. Helens 33 - 15 Rochdale Hornets,W,864,Saints,33,Rochdale H,15
2581,30th Jan 1954,30,1,30-1,1954,19754,Salford,H,L,St. Helens 29 - 0 Salford,W,841,Saints,29,Salford,0
4948,17th Jul 2016,17,7,17-7,2016,42568,Huddersfield Giants,A,SL,Huddersfield Giants 18 - 34 St. Helens,W,832,Huddersfld,18,Saints,34
3977,14th Oct 1984,14,10,14-10,1984,30969,Hunslet,A,L,Hunslet 14 - 32 St. Helens,W,828,Hunslet,14,Saints,32
4561,5th Aug 2005,5,8,5-8,2005,38569,Warrington Wolves,A,SL,Warrington Wolves 10 - 30 St. Helens,W,800,Warrington,10,Saints,30
419,8th Dec 1991,8,12,8-12,1991,33580,Swinton,H,L,St. Helens 28 - 4 Swinton,W,768,Saints,28,Swinton,4
2653,19th Nov 1955,19,11,19-11,1955,20412,Liverpool City,A,L,Liverpool City 9 - 29 St. Helens,W,760,Liverpool ,9,Saints,29
2579,16th Jan 1954,16,1,16-1,1954,19740,Rochdale Hornets,H,L,St. Helens 28 - 5 Rochdale Hornets,W,759,Saints,28,Rochdale H,5
4939,13th May 2016,13,5,13-5,2016,42503,Salford Red Devils,H,SL,St. Helens 34 - 20 Salford Red Devils,W,756,Saints,34,Salford R,20
5066,8th Aug 2019,8,8,8-8,2019,43685,Warrington Wolves,A,SL,Warrington Wolves 12 - 30 St. Helens,W,756,Warrington,12,Saints,30
4592,24th Jun 2006,24,6,24-6,2006,38892,Salford City Reds,H,SL,St. Helens 28 - 6 Salford City Reds,W,748,Saints,28,Salford C,6
2832,24th Oct 1959,24,10,24-10,1959,21847,Hull,H,L,St. Helens 29 - 11 Hull,W,720,Saints,29,Hull,11
1590,6th Oct 1928,6,10,6-10,1928,10507,Wigan Highfield,A,L,Wigan Highfield 5 - 27 St. Helens,W,704,Wigan H,5,Saints,27
5109,9th Jul 2021,9,7,9-7,2021,44386,Wakefield Trinity,A,SL,Wakefield Trinity 14 - 30 St. Helens,W,704,Wakefield ,14,Saints,30
4227,4th Jul 2003,4,7,4-7,2003,37806,Widnes Vikings,H,SL,St. Helens 32 - 18 Widnes Vikings,W,700,Saints,32,Widnes V,18
2847,23rd Jan 1960,23,1,23-1,1960,21938,Oldham,H,L,St. Helens 27 - 6 Oldham,W,693,Saints,27,Oldham,6
413,12th Jan 1992,12,1,12-1,1992,33615,Featherstone Rovers,H,L,St. Helens 28 - 10 Featherstone Rovers,W,684,Saints,28,Feathersto,10
1070,18th Jan 1913,18,1,18-1,1913,4767,Coventry,A,L,Coventry 0 - 26 St. Helens,W,676,Coventry,0,Saints,26
4553,10th Jun 2005,10,6,10-6,2005,38513,Salford City Reds,A,SL,Salford City Reds 22 - 33 St. Helens,W,605,Salford C,22,Saints,33
4774,1st Jul 2011,1,7,1-7,2011,40725,Hull FC,H,SL,St. Helens 28 - 14 Hull FC,W,588,Saints,28,Hull FC,14
2745,7th Dec 1957,7,12,7-12,1957,21161,Barrow,H,L,St. Helens 25 - 7 Barrow,W,576,Saints,25,Barrow,7
3166,27th Jan 1967,27,1,27-1,1967,24499,Oldham,H,L,St. Helens 25 - 7 Oldham,W,576,Saints,25,Oldham,7
2298,4th Oct 1947,4,10,4-10,1947,17444,Swinton,H,L,St. Helens 24 - 3 Swinton,W,567,Saints,24,Swinton,3
1656,11th Jan 1930,11,1,11-1,1930,10969,Halifax,H,L,St. Helens 23 - 2 Halifax,W,525,Saints,23,Halifax,2
4198,21st Jan 1990,21,1,21-1,1990,32894,Salford,A,L,Salford 10 - 25 St. Helens,W,525,Salford,10,Saints,25
1607,5th Jan 1929,5,1,5-1,1929,10598,Rochdale Hornets,H,L,St. Helens 23 - 3 Rochdale Hornets,W,520,Saints,23,Rochdale H,3
3057,14th Nov 1964,14,11,14-11,1964,23695,Hull Kingston Rovers,A,L,Hull Kingston Rovers 12 - 25 St. Helens,W,481,Hull K,12,Saints,25
3698,8th Jan 1978,8,1,8-1,1978,28498,Dewsbury,H,L,St. Helens 23 - 7 Dewsbury,W,480,Saints,23,Dewsbury,7
4134,8th May 1988,8,5,8-5,1988,32271,Bradford Northern,H,PTSF,St. Helens 24 - 10 Bradford Northern,W,476,Saints,24,Bradford N,10
579,29th Oct 1898,29,10,29-10,1898,693534,Wigan,A,L,Wigan 3 - 22 St. Helens,W,475,Wigan,3,Saints,22
3672,14th May 1977,14,5,14-5,1977,28259,Castleford,H,PTSF (2),St. Helens 25 - 13 Castleford,W,456,Saints,25,Castleford,13
4669,26th Jul 2008,26,7,26-7,2008,39655,Leeds Rhinos,H,CCCSF,St. Helens 26 - 16 Leeds Rhinos,W,420,Saints,26,Leeds R,16
3306,10th Jan 1970,10,1,10-1,1970,25578,Batley,H,L,St. Helens 22 - 9 Batley,W,403,Saints,22,Batley,9
2360,29th Jan 1949,29,1,29-1,1949,17927,Huddersfield,H,L,St. Helens 20 - 2 Huddersfield,W,396,Saints,20,Huddersfld,2
3552,15th Dec 1974,15,12,15-12,1974,27378,Warrington,H,L,St. Helens 20 - 2 Warrington,W,396,Saints,20,Warrington,2
673,2nd Nov 1901,2,11,2-11,1901,672,Radcliffe,A,L,Radcliffe 0 - 19 St. Helens,W,361,Radcliffe,0,Saints,19
2109,14th Dec 1940,14,12,14-12,1940,14959,Oldham,H,WEL,St. Helens 19 - 2 Oldham,W,357,Saints,19,Oldham,2
3980,28th Oct 1984,28,10,28-10,1984,30983,Wigan,A,LCF,Wigan 18 - 26 St. Helens,W,352,Wigan,18,Saints,26
2662,28th Jan 1956,28,1,28-1,1956,20482,Widnes,H,L,St. Helens 21 - 10 Widnes,W,341,Saints,21,Widnes,10
2055,18th Mar 1939,18,3,18-3,1939,14322,Leigh,H,L,St. Helens 22 - 12 Leigh,W,340,Saints,22,Leigh,12
3599,28th Dec 1975,28,12,28-12,1975,27756,Hull Kingston Rovers,A,L,Hull Kingston Rovers 4 - 18 St. Helens,W,308,Hull K,4,Saints,18
2531,24th Jan 1953,24,1,24-1,1953,19383,Warrington,H,L,St. Helens 17 - 5 Warrington,W,264,Saints,17,Warrington,5
2659,31st Dec 1955,31,12,31-12,1955,20454,Dewsbury,A,L,Dewsbury 10 - 19 St. Helens,W,261,Dewsbury,10,Saints,19
4557,8th Jul 2005,8,7,8-7,2005,38541,Hull FC,H,SL,St. Helens 18 - 10 Hull FC,W,224,Saints,18,Hull FC,10
4632,20th Jul 2007,20,7,20-7,2007,39283,Wigan Warriors,H,SL,St. Helens 19 - 12 Wigan Warriors,W,217,Saints,19,Wigan W,12
3556,29th Dec 1974,29,12,29-12,1974,27392,Salford,A,L,Salford 0 - 14 St. Helens,W,196,Salford,0,Saints,14
618,30th Dec 1899,30,12,30-12,1899,693961,Tyldesley,A,L,Tyldesley 3 - 14 St. Helens,W,187,Tyldesley,3,Saints,14
5018,15th Jun 2018,15,6,15-6,2018,43266,Leeds Rhinos,A,SL,Leeds Rhinos 22 - 23 St. Helens,W,45,Leeds R,22,Saints,23
4992,11th Aug 2017,11,8,11-8,2017,42958,Hull FC,H,SL,St. Helens 6 - 8 Hull FC,L,-28,Saints,6,Hull FC,8
4878,1st Aug 2014,1,8,1-8,2014,41852,Hull FC,A,SL,Hull FC 19 - 12 St. Helens,L,-217,Hull FC,19,Saints,12
